E-BIKE Mercedes; 55; 25800; true; 27000;  olive; 825
SPEEDELEC Kugoo; 10; 15800; false; 14100;  orange; 1575
SPEEDELEC Kugoo; 60; 9000; false; 6400;  orange; 1639
SPEEDELEC Smart; 35; 20000; false; 11700;  golden; 245
SPEEDELEC Smart; 55; 15500; false; 5900;  grey; 315
SPEEDELEC Smart; 45; 21100; true; 6200;  violet; 339
SPEEDELEC Smart; 10; 15000; false; 7200;  olive; 455
SPEEDELEC Smart; 55; 9400; true; 12700;  white; 535
SPEEDELEC Smart; 45; 8500; true; 12400;  yellow; 545
SPEEDELEC Smart; 35; 20300; false; 14500;  khaki; 885
SPEEDELEC Smart; 65; 17800; false; 13300;  khaki; 985
SPEEDELEC Smart; 40; 9600; false; 13000;  brown; 1065
SPEEDELEC Smart; 20; 8700; true; 10500;  silver; 1239
SPEEDELEC Smart; 30; 19300; false; 12700;  marine; 1259
SPEEDELEC Tesla; 35; 20300; true; 7700;  flame; 135
SPEEDELEC Tesla; 65; 12600; true; 6400;  brown; 199
SPEEDELEC Tesla; 45; 20700; false; 14600;  olive; 205
SPEEDELEC Tesla; 65; 18900; false; 13900;  olive; 229
SPEEDELEC Tesla; 15; 9500; false; 13200;  lemon; 285
SPEEDELEC Tesla; 65; 18500; true; 9200;  green; 319
SPEEDELEC Tesla; 50; 20000; false; 2900;  khaki; 325
SPEEDELEC Tesla; 35; 16200; true; 6500;  coral; 439
SPEEDELEC Tesla; 65; 8300; false; 5100;  grey; 475
SPEEDELEC Tesla; 35; 18700; true; 2000;  beige; 489
SPEEDELEC Tesla; 25; 18200; false; 10500;  khaki; 559
SPEEDELEC Tesla; 15; 12200; true; 2300;  khaki; 615
SPEEDELEC Tesla; 40; 13900; true; 14400;  coral; 725
SPEEDELEC Tesla; 20; 19700; true; 2200;  violet; 799
SPEEDELEC Tesla; 55; 20800; false; 14500;  grenadine; 885
SPEEDELEC Tesla; 20; 15200; true; 9700;  blue; 1015
SPEEDELEC Tesla; 25; 18800; true; 12800;  blue; 1019
SPEEDELEC Tesla; 10; 13400; false; 11300;  orange; 1115
SPEEDELEC Tesla; 25; 7800; false; 9500;  beige; 1365
SPEEDELEC Tesla; 50; 19500; false; 6000;  emerald; 1395
SPEEDELEC Tesla; 20; 9100; true; 3900;  violet; 1599
SPEEDELEC Dualtron; 15; 16900; false; 7500;  black; 225
SPEEDELEC Dualtron; 35; 12900; true; 9900;  grey; 379
SPEEDELEC Dualtron; 30; 15500; false; 4900;  red; 439
SPEEDELEC Dualtron; 35; 18600; true; 4700;  grey; 489
SPEEDELEC Dualtron; 60; 20500; false; 15600;  golden; 869
SPEEDELEC Dualtron; 30; 14400; true; 6500;  dark gray; 1019
SPEEDELEC Dualtron; 25; 10000; true; 9100;  brown; 1279
SPEEDELEC Dualtron; 25; 21900; true; 6500;  silver; 1419
SPEEDELEC Dualtron; 65; 6600; false; 6300;  grenadine; 1435
SPEEDELEC Dualtron; 15; 11800; true; 10500;  yellow; 1449
SPEEDELEC Dualtron; 50; 17300; true; 15500;  flame; 1549
SPEEDELEC Dualtron; 25; 7000; true; 5100;  coral; 1595
SPEEDELEC Dualtron; 50; 16100; false; 2600;  violet; 1645
SPEEDELEC testr; 33; 33; false; 33; blue; 33
FOLDING BIKE West Bike; 26; 24; 13300; true; brown; 185
FOLDING BIKE West Bike; 14; 21; 8300; false; yellow; 189
FOLDING BIKE West Bike; 14; 9; 16200; false; dark gray; 209
FOLDING BIKE West Bike; 20; 7; 14700; true; golden; 299
FOLDING BIKE West Bike; 26; 18; 16400; true; green; 335
FOLDING BIKE West Bike; 18; 18; 15700; false; lemon; 339
FOLDING BIKE West Bike; 20; 18; 11200; false; red; 419
FOLDING BIKE West Bike; 24; 1; 10800; true; red; 525
FOLDING BIKE West Bike; 20; 6; 16300; false; beige; 1025
FOLDING BIKE West Bike; 20; 21; 15300; false; lemon; 1039
FOLDING BIKE West Bike; 18; 21; 15100; false; coral; 1065
FOLDING BIKE West Bike; 14; 9; 11500; false; golden; 1075
FOLDING BIKE West Bike; 24; 6; 15200; false; grey; 1119
FOLDING BIKE West Bike; 18; 6; 15600; false; blue; 1219
FOLDING BIKE West Bike; 14; 7; 14700; true; black; 1289
FOLDING BIKE West Bike; 16; 21; 14000; true; rose; 1305
FOLDING BIKE West Bike; 24; 9; 9600; true; beige; 1315
FOLDING BIKE West Bike; 18; 27; 11700; false; emerald; 1439
SPEEDELEC Maraton; 40; 15000; true; 7500;  golden; 269
SPEEDELEC Maraton; 30; 18700; false; 2200;  golden; 415
SPEEDELEC Maraton; 60; 13700; false; 3000;  beige; 625
SPEEDELEC Maraton; 55; 17500; false; 2100;  dark gray; 765
SPEEDELEC Maraton; 40; 18900; false; 6800;  pink; 869
SPEEDELEC Maraton; 40; 14500; false; 12200;  lemon; 885
SPEEDELEC Maraton; 30; 14800; false; 12800;  white; 889
SPEEDELEC Maraton; 25; 21100; true; 12300;  lemon; 909
SPEEDELEC Maraton; 50; 14600; true; 8900;  emerald; 1005
SPEEDELEC Maraton; 50; 21400; true; 11300;  green; 1105
SPEEDELEC Maraton; 20; 19800; false; 15900;  silver; 1215
SPEEDELEC Maraton; 60; 7800; false; 14900;  flame; 1239
SPEEDELEC Maraton; 45; 9200; false; 7400;  marine; 1369
SPEEDELEC Maraton; 55; 8500; true; 2300;  pink; 1389
SPEEDELEC Maraton; 65; 21700; false; 8700;  emerald; 1445
SPEEDELEC Maraton; 65; 16300; true; 12100;  red; 1499
SPEEDELEC Maraton; 25; 9000; true; 9000;  dark gray; 1565
FOLDING BIKE SkyBike; 24; 21; 15700; false; grenadine; 295
FOLDING BIKE SkyBike; 24; 6; 16800; true; khaki; 445
FOLDING BIKE SkyBike; 24; 27; 16200; false; orange; 505
FOLDING BIKE SkyBike; 20; 24; 15800; false; red; 755
FOLDING BIKE SkyBike; 20; 3; 12900; false; grenadine; 775
FOLDING BIKE SkyBike; 24; 21; 11900; true; pink; 1029
FOLDING BIKE SkyBike; 16; 9; 14800; true; yellow; 1049
FOLDING BIKE SkyBike; 20; 3; 11900; false; yellow; 1115
FOLDING BIKE SkyBike; 26; 9; 8700; false; grey; 1179
FOLDING BIKE Comanche; 26; 1; 9900; true; grey; 199
FOLDING BIKE Comanche; 20; 1; 11600; true; pink; 279
FOLDING BIKE Comanche; 16; 7; 10700; false; pink; 359
FOLDING BIKE Comanche; 20; 21; 13300; true; dark gray; 405
FOLDING BIKE Comanche; 20; 7; 15600; false; pink; 459
FOLDING BIKE Comanche; 24; 18; 8400; true; golden; 599
FOLDING BIKE Comanche; 24; 6; 13500; true; olive; 609
FOLDING BIKE Comanche; 16; 1; 15600; true; dark gray; 619
FOLDING BIKE Comanche; 18; 24; 13700; false; marine; 755
FOLDING BIKE Comanche; 24; 8; 12800; true; white; 789
FOLDING BIKE Comanche; 20; 21; 11400; false; orange; 985
FOLDING BIKE Comanche; 16; 21; 16500; true; lemon; 1015
FOLDING BIKE Comanche; 20; 18; 9100; true; violet; 1025
FOLDING BIKE Comanche; 14; 27; 13400; true; white; 1255
FOLDING BIKE Comanche; 20; 6; 15100; true; pink; 1259
FOLDING BIKE Comanche; 20; 27; 11700; false; yellow; 1349
FOLDING BIKE Comanche; 20; 7; 14900; false; white; 1369
FOLDING BIKE Comanche; 20; 6; 16600; true; red; 1535
FOLDING BIKE Comanche; 20; 9; 11100; true; beige; 1639
FOLDING BIKE Comanche; 20; 27; 14500; false; silver; 1655
SPEEDELEC Speedway; 35; 18400; true; 11900;  grey; 339
SPEEDELEC Speedway; 20; 6500; false; 4800;  orange; 365
SPEEDELEC Speedway; 10; 19200; true; 6400;  black; 399
SPEEDELEC Speedway; 60; 9900; true; 6100;  marine; 445
SPEEDELEC Speedway; 25; 21900; false; 15000;  rose; 559
SPEEDELEC Speedway; 45; 7100; false; 9700;  red; 615
SPEEDELEC Speedway; 25; 6800; false; 15200;  blue; 915
SPEEDELEC Speedway; 35; 19200; true; 10400;  brown; 1019
SPEEDELEC Speedway; 65; 15900; false; 2100;  flame; 1135
SPEEDELEC Speedway; 50; 21200; false; 15900;  dark gray; 1159
SPEEDELEC Speedway; 45; 21300; false; 4400;  green; 1279
SPEEDELEC Speedway; 50; 7200; false; 11800;  olive; 1325
SPEEDELEC Speedway; 35; 9400; false; 2400;  green; 1419
SPEEDELEC Speedway; 15; 21900; false; 6600;  marine; 1475
SPEEDELEC Speedway; 25; 13800; false; 8000;  silver; 1555
SPEEDELEC Speedway; 30; 13200; true; 15600;  brown; 1575
E-BIKE SkyBike; 65; 23200; false; 31000;  khaki; 675
E-BIKE SkyBike; 35; 26800; true; 25000;  grey; 899
E-BIKE SkyBike; 45; 22100; false; 13000;  silver; 1039
E-BIKE SkyBike; 40; 27200; false; 31000;  olive; 1089
E-BIKE SkyBike; 25; 19100; true; 11000;  golden; 1125
E-BIKE SkyBike; 40; 27400; true; 8000;  orange; 1699
E-BIKE SkyBike; 60; 20700; false; 15000;  violet; 2119
E-BIKE SkyBike; 45; 27900; false; 30000;  violet; 2125
E-BIKE SkyBike; 55; 28600; true; 30000;  black; 2159
E-BIKE SkyBike; 45; 23500; true; 30000;  rose; 2245
E-BIKE SkyBike; 20; 23700; true; 22000;  golden; 2645
E-BIKE SkyBike; 30; 28600; false; 20000;  green; 2809
E-BIKE SkyBike; 35; 26100; false; 17000;  yellow; 3139
E-BIKE SkyBike; 55; 25900; false; 9000;  silver; 3239
E-BIKE SkyBike; 50; 25800; true; 11000;  beige; 3265
E-BIKE SkyBike; 30; 22800; false; 19000;  red; 3305
E-BIKE SkyBike; 20; 25600; true; 22000;  white; 3329
E-BIKE Lankeleisi; 50; 27800; true; 26000;  orange; 705
E-BIKE Lankeleisi; 50; 22500; false; 13000;  golden; 795
E-BIKE Lankeleisi; 50; 21600; false; 30000;  flame; 859
E-BIKE Lankeleisi; 45; 28800; false; 13000;  pink; 1209
E-BIKE Lankeleisi; 65; 25900; true; 15000;  flame; 1315
E-BIKE Lankeleisi; 65; 24200; false; 10000;  black; 2399
E-BIKE Lankeleisi; 60; 28200; false; 15000;  coral; 2429
E-BIKE Lankeleisi; 65; 25100; false; 25000;  khaki; 2859
E-BIKE Lankeleisi; 40; 26700; false; 28000;  blue; 2865
E-BIKE Lankeleisi; 60; 19100; false; 28000;  flame; 2989
E-BIKE Lankeleisi; 60; 24400; false; 13000;  white; 3095
E-BIKE Lankeleisi; 35; 27800; true; 26000;  coral; 3175
E-BIKE Lankeleisi; 25; 26600; true; 9000;  yellow; 3289
E-BIKE Ecofect; 25; 23900; true; 18000;  blue; 925
E-BIKE Ecofect; 25; 26400; false; 17000;  silver; 1145
E-BIKE Ecofect; 45; 26900; true; 14000;  dark gray; 1575
E-BIKE Ecofect; 20; 27300; false; 16000;  golden; 1595
E-BIKE Ecofect; 60; 23100; false; 10000;  golden; 1729
E-BIKE Ecofect; 35; 24400; false; 28000;  brown; 1789
E-BIKE Ecofect; 35; 27000; false; 18000;  olive; 1989
E-BIKE Ecofect; 35; 28200; false; 9000;  brown; 2145
E-BIKE Ecofect; 60; 21100; false; 21000;  flame; 2149
E-BIKE Ecofect; 40; 21500; false; 26000;  black; 2185
E-BIKE Ecofect; 30; 21000; true; 10000;  orange; 2479
E-BIKE Ecofect; 40; 23900; false; 14000;  olive; 2839
E-BIKE Ecofect; 35; 24500; true; 19000;  grenadine; 2865
E-BIKE Ecofect; 25; 23800; true; 16000;  beige; 2869
E-BIKE Ecofect; 30; 19200; true; 15000;  lemon; 2919
E-BIKE Ecofect; 45; 24500; true; 27000;  yellow; 2929
E-BIKE Ecofect; 35; 23500; false; 13000;  golden; 3389
E-BIKE Ecofect; 25; 23100; true; 31000;  marine; 3419
E-BIKE ElectrO; 55; 22700; false; 26000;  flame; 805
E-BIKE ElectrO; 45; 24100; false; 23000;  silver; 919
E-BIKE ElectrO; 20; 19300; true; 14000;  beige; 1025
E-BIKE ElectrO; 40; 23400; false; 25000;  flame; 1329
E-BIKE ElectrO; 60; 25700; false; 19000;  blue; 1725
E-BIKE ElectrO; 50; 20300; false; 29000;  grey; 1839
E-BIKE ElectrO; 65; 20500; true; 13000;  yellow; 1849
E-BIKE ElectrO; 20; 19800; false; 21000;  beige; 1875
E-BIKE ElectrO; 20; 22500; false; 31000;  rose; 2029
E-BIKE ElectrO; 55; 22400; false; 16000;  red; 2109
E-BIKE ElectrO; 35; 19100; false; 31000;  golden; 2179
E-BIKE ElectrO; 50; 22600; false; 22000;  emerald; 2205
E-BIKE ElectrO; 40; 23600; false; 11000;  orange; 2445
E-BIKE ElectrO; 65; 27100; false; 15000;  green; 2615
E-BIKE ElectrO; 40; 26700; false; 17000;  grenadine; 2729
E-BIKE ElectrO; 35; 27000; false; 21000;  black; 2735
E-BIKE ElectrO; 30; 20600; false; 31000;  red; 2899
E-BIKE ElectrO; 50; 28100; false; 11000;  silver; 3139
E-BIKE ElectrO; 20; 19100; false; 30000;  dark gray; 3259
SPEEDELEC E-Scooter; 60; 14900; true; 2900;  white; 129
SPEEDELEC E-Scooter; 30; 10500; false; 9200;  emerald; 155
SPEEDELEC E-Scooter; 25; 16400; false; 7800;  rose; 235
SPEEDELEC E-Scooter; 35; 8800; false; 14200;  beige; 245
SPEEDELEC E-Scooter; 50; 12700; false; 4500;  black; 299
SPEEDELEC E-Scooter; 60; 15300; false; 14800;  marine; 309
SPEEDELEC E-Scooter; 60; 8300; false; 13100;  silver; 345
SPEEDELEC E-Scooter; 20; 13500; false; 7500;  flame; 435
SPEEDELEC E-Scooter; 15; 11900; true; 14500;  silver; 439
SPEEDELEC E-Scooter; 35; 9700; false; 11500;  yellow; 559
SPEEDELEC E-Scooter; 10; 8600; false; 10200;  black; 605
SPEEDELEC E-Scooter; 45; 13500; true; 6100;  white; 659
SPEEDELEC E-Scooter; 40; 19800; false; 3000;  grenadine; 709
SPEEDELEC E-Scooter; 10; 16800; true; 3700;  brown; 849
SPEEDELEC E-Scooter; 25; 9700; false; 14700;  beige; 939
SPEEDELEC E-Scooter; 65; 19400; true; 3800;  grey; 1115
SPEEDELEC E-Scooter; 15; 21000; false; 6600;  beige; 1129
SPEEDELEC E-Scooter; 10; 15800; false; 3100;  yellow; 1375
SPEEDELEC E-Scooter; 60; 9600; false; 2700;  rose; 1415
SPEEDELEC E-Scooter; 65; 6600; false; 9700;  golden; 1435
FOLDING BIKE Brompton; 16; 27; 8300; false; grey; 195
FOLDING BIKE Brompton; 26; 7; 15100; true; golden; 255
FOLDING BIKE Brompton; 20; 7; 15300; false; khaki; 299
FOLDING BIKE Brompton; 26; 6; 15400; false; grenadine; 519
FOLDING BIKE Brompton; 20; 18; 9700; false; golden; 815
FOLDING BIKE Brompton; 18; 9; 11900; false; yellow; 845
FOLDING BIKE Brompton; 20; 6; 9600; true; orange; 885
FOLDING BIKE Brompton; 20; 7; 8000; false; dark gray; 999
FOLDING BIKE Brompton; 24; 24; 14500; true; dark gray; 1145
FOLDING BIKE Brompton; 24; 3; 10400; true; olive; 1315
FOLDING BIKE Brompton; 20; 7; 10800; true; orange; 1469
FOLDING BIKE Author; 20; 9; 11900; true; brown; 209
FOLDING BIKE Author; 24; 7; 11000; true; grenadine; 249
FOLDING BIKE Author; 18; 8; 11600; false; red; 279
FOLDING BIKE Author; 24; 27; 13200; false; flame; 325
FOLDING BIKE Author; 20; 7; 8800; true; beige; 449
FOLDING BIKE Author; 20; 24; 14500; true; rose; 509
FOLDING BIKE Author; 14; 9; 9100; false; lemon; 529
FOLDING BIKE Author; 24; 7; 11900; true; red; 685
FOLDING BIKE Author; 18; 8; 9000; false; grey; 925
FOLDING BIKE Author; 18; 24; 10300; false; green; 1015
FOLDING BIKE Author; 20; 21; 14000; false; grenadine; 1075
FOLDING BIKE Author; 24; 18; 15300; true; red; 1079
FOLDING BIKE Author; 20; 27; 9200; false; red; 1135
FOLDING BIKE Author; 18; 24; 13900; false; brown; 1229
FOLDING BIKE Author; 20; 8; 9300; true; emerald; 1355
FOLDING BIKE Author; 20; 3; 12800; false; silver; 1505
FOLDING BIKE Author; 26; 24; 10200; true; black; 1599
FOLDING BIKE Author; 18; 9; 11600; false; coral; 1605
E-BIKE Mando Footloose; 20; 23300; true; 17000;  violet; 1339
E-BIKE Mando Footloose; 65; 22500; true; 30000;  lemon; 1365
E-BIKE Mando Footloose; 35; 24300; false; 26000;  yellow; 1369
E-BIKE Mando Footloose; 55; 20600; false; 21000;  coral; 1385
E-BIKE Mando Footloose; 20; 26800; false; 12000;  beige; 1559
E-BIKE Mando Footloose; 40; 21500; false; 28000;  white; 1815
E-BIKE Mando Footloose; 65; 27700; true; 20000;  beige; 1849
E-BIKE Mando Footloose; 65; 19900; false; 8000;  coral; 1949
E-BIKE Mando Footloose; 40; 27600; false; 16000;  flame; 2105
E-BIKE Mando Footloose; 55; 23200; true; 29000;  golden; 2215
E-BIKE Mando Footloose; 40; 24200; false; 16000;  golden; 2255
E-BIKE Mando Footloose; 35; 23000; true; 19000;  green; 2495
E-BIKE Mando Footloose; 20; 22000; true; 16000;  blue; 2539
E-BIKE Mando Footloose; 25; 20300; false; 14000;  white; 2565
E-BIKE Mando Footloose; 30; 20700; true; 23000;  dark gray; 2849
FOLDING BIKE Cayman; 26; 7; 13100; false; emerald; 269
FOLDING BIKE Cayman; 24; 21; 12700; false; emerald; 279
FOLDING BIKE Cayman; 26; 18; 8600; true; brown; 389
FOLDING BIKE Cayman; 26; 1; 16300; false; khaki; 605
FOLDING BIKE Cayman; 24; 27; 14000; false; rose; 665
FOLDING BIKE Cayman; 20; 1; 16800; true; black; 669
FOLDING BIKE Cayman; 18; 8; 13200; false; pink; 715
FOLDING BIKE Cayman; 16; 27; 8500; false; orange; 735
FOLDING BIKE Cayman; 24; 7; 15600; false; golden; 999
FOLDING BIKE Cayman; 20; 1; 13600; true; golden; 1045
FOLDING BIKE Cayman; 18; 3; 12700; true; marine; 1089
FOLDING BIKE Cayman; 26; 18; 12500; true; coral; 1185
FOLDING BIKE Cayman; 26; 6; 11800; true; black; 1259
FOLDING BIKE Cayman; 20; 1; 12700; true; flame; 1299
FOLDING BIKE Cayman; 24; 6; 11600; false; orange; 1315
FOLDING BIKE Cayman; 20; 21; 15100; true; pink; 1479
FOLDING BIKE Cayman; 20; 9; 14000; true; silver; 1499
FOLDING BIKE Cayman; 24; 1; 8900; false; rose; 1615
E-BIKE Felt; 25; 25200; false; 30000;  white; 669
E-BIKE Felt; 60; 22400; true; 25000;  violet; 719
E-BIKE Felt; 55; 24200; false; 15000;  yellow; 965
E-BIKE Felt; 65; 22000; true; 11000;  rose; 1235
E-BIKE Felt; 30; 21500; false; 27000;  lemon; 1265
E-BIKE Felt; 35; 24900; false; 22000;  grenadine; 1465
E-BIKE Felt; 45; 20900; false; 18000;  grenadine; 1765
E-BIKE Felt; 35; 22800; false; 13000;  beige; 1975
E-BIKE Felt; 60; 28300; false; 9000;  grey; 2229
E-BIKE Felt; 60; 21000; false; 26000;  dark gray; 2279
E-BIKE Felt; 50; 28900; true; 25000;  olive; 2599
E-BIKE Felt; 20; 19300; true; 16000;  flame; 2745
E-BIKE Felt; 60; 27500; false; 29000;  blue; 2825
E-BIKE Felt; 55; 22700; true; 29000;  white; 2835
E-BIKE Felt; 30; 25200; false; 10000;  dark gray; 2845
E-BIKE Felt; 65; 21900; false; 26000;  white; 3359
E-BIKE Koga; 35; 24900; false; 29000;  white; 729
E-BIKE Koga; 20; 22200; false; 27000;  pink; 839
E-BIKE Koga; 55; 26000; true; 11000;  beige; 905
E-BIKE Koga; 30; 21200; false; 25000;  beige; 1019
E-BIKE Koga; 60; 21200; false; 15000;  brown; 1135
E-BIKE Koga; 60; 24100; true; 23000;  orange; 1485
E-BIKE Koga; 50; 19500; true; 12000;  flame; 1725
E-BIKE Koga; 35; 28100; true; 25000;  silver; 2125
E-BIKE Koga; 20; 22900; false; 12000;  olive; 2129
E-BIKE Koga; 60; 20400; true; 28000;  white; 2829
E-BIKE Koga; 65; 20200; true; 19000;  grey; 3185
E-BIKE Koga; 45; 23400; false; 14000;  olive; 3189
E-BIKE Koga; 25; 27400; false; 20000;  orange; 3345
E-BIKE Koga; 45; 27500; true; 11000;  golden; 3385
E-BIKE Ferrari; 35; 20600; true; 10000;  emerald; 805
E-BIKE Ferrari; 60; 28900; false; 21000;  brown; 825
E-BIKE Ferrari; 50; 28500; false; 25000;  golden; 1489
E-BIKE Ferrari; 35; 25600; true; 10000;  grenadine; 1555
E-BIKE Ferrari; 55; 23500; true; 25000;  violet; 1649
E-BIKE Ferrari; 65; 27300; true; 18000;  rose; 1675
E-BIKE Ferrari; 25; 21900; false; 15000;  green; 1689
E-BIKE Ferrari; 20; 23800; true; 14000;  violet; 2479
E-BIKE Ferrari; 55; 20900; false; 28000;  olive; 3055
E-BIKE Ferrari; 30; 19200; false; 9000;  beige; 3059
FOLDING BIKE Formula; 16; 21; 12200; true; flame; 269
FOLDING BIKE Formula; 24; 7; 9600; true; grey; 385
FOLDING BIKE Formula; 14; 1; 13900; false; khaki; 425
FOLDING BIKE Formula; 16; 6; 16900; false; golden; 445
FOLDING BIKE Formula; 24; 8; 10300; true; silver; 619
FOLDING BIKE Formula; 20; 8; 16000; false; green; 669
FOLDING BIKE Formula; 20; 6; 8800; false; grey; 729
FOLDING BIKE Formula; 26; 6; 10400; false; flame; 825
FOLDING BIKE Formula; 26; 9; 9300; false; orange; 915
FOLDING BIKE Formula; 18; 21; 10900; false; green; 1419
FOLDING BIKE Formula; 24; 27; 8500; true; flame; 1485
FOLDING BIKE Formula; 20; 24; 16600; true; grenadine; 1585
FOLDING BIKE Formula; 18; 9; 10100; false; coral; 1625
FOLDING BIKE Formula; 20; 21; 11100; false; rose; 1675
SPEEDELEC EcoRide; 25; 9200; true; 3200;  dark gray; 289
SPEEDELEC EcoRide; 10; 18400; true; 13200;  black; 335
SPEEDELEC EcoRide; 45; 10900; true; 13600;  pink; 355
SPEEDELEC EcoRide; 30; 19900; false; 2100;  olive; 369
SPEEDELEC EcoRide; 50; 19500; false; 11100;  green; 449
SPEEDELEC EcoRide; 60; 20000; true; 2000;  green; 699
SPEEDELEC EcoRide; 60; 19400; true; 5100;  khaki; 715
SPEEDELEC EcoRide; 65; 21700; false; 12900;  flame; 795
SPEEDELEC EcoRide; 60; 19100; true; 2800;  olive; 879
SPEEDELEC EcoRide; 15; 8300; true; 15600;  blue; 1055
SPEEDELEC EcoRide; 15; 7200; false; 11200;  green; 1135
SPEEDELEC EcoRide; 20; 12100; true; 5400;  golden; 1199
SPEEDELEC EcoRide; 20; 21500; true; 11900;  marine; 1375
SPEEDELEC EcoRide; 15; 12300; false; 6200;  rose; 1565
SPEEDELEC EcoRide; 50; 8400; false; 8600;  brown; 1609
SPEEDELEC EcoRide; 45; 8400; false; 8300;  beige; 1615
SPEEDELEC AirWheel; 35; 9800; false; 10900;  rose; 155
SPEEDELEC AirWheel; 20; 6500; true; 2100;  flame; 199
SPEEDELEC AirWheel; 60; 16900; false; 14100;  blue; 295
SPEEDELEC AirWheel; 45; 7000; true; 13000;  golden; 299
SPEEDELEC AirWheel; 35; 7100; true; 13600;  green; 399
SPEEDELEC AirWheel; 15; 11200; false; 11200;  pink; 419
SPEEDELEC AirWheel; 45; 9900; true; 11400;  grenadine; 469
SPEEDELEC AirWheel; 20; 14500; true; 11600;  orange; 499
SPEEDELEC AirWheel; 20; 13900; true; 14700;  golden; 549
SPEEDELEC AirWheel; 65; 15700; false; 10500;  blue; 585
SPEEDELEC AirWheel; 65; 12200; false; 13400;  rose; 609
SPEEDELEC AirWheel; 45; 9200; true; 15100;  emerald; 815
SPEEDELEC AirWheel; 15; 9900; true; 14000;  olive; 1009
SPEEDELEC AirWheel; 45; 13500; false; 4600;  yellow; 1039
SPEEDELEC AirWheel; 10; 7000; false; 2600;  blue; 1145
SPEEDELEC AirWheel; 40; 7700; true; 11600;  orange; 1319
SPEEDELEC AirWheel; 30; 19600; false; 11500;  grenadine; 1555
SPEEDELEC AirWheel; 50; 8400; true; 7900;  emerald; 1599
SPEEDELEC AirWheel; 65; 6900; false; 6300;  green; 1615
SPEEDELEC AirWheel; 20; 14300; false; 4000;  yellow; 1635
SPEEDELEC AirWheel; 30; 6900; false; 14400;  marine; 1669
SPEEDELEC AirWheel; 15; 12500; true; 13400;  blue; 1675
E-BIKE Zaxboard; 25; 26200; true; 22000;  silver; 705
E-BIKE Zaxboard; 55; 20700; false; 27000;  marine; 909
E-BIKE Zaxboard; 65; 23300; false; 16000;  grenadine; 1275
E-BIKE Zaxboard; 20; 27000; true; 23000;  yellow; 1309
E-BIKE Zaxboard; 60; 28500; false; 27000;  silver; 1319
E-BIKE Zaxboard; 45; 24300; true; 23000;  marine; 1535
E-BIKE Zaxboard; 50; 22100; true; 20000;  beige; 1609
E-BIKE Zaxboard; 60; 26300; true; 28000;  yellow; 1675
E-BIKE Zaxboard; 55; 23300; false; 21000;  coral; 1705
E-BIKE Zaxboard; 30; 20300; false; 30000;  yellow; 1975
E-BIKE Zaxboard; 35; 24600; true; 17000;  khaki; 2015
E-BIKE Zaxboard; 30; 20300; false; 29000;  pink; 2205
E-BIKE Zaxboard; 55; 22400; true; 27000;  blue; 2249
E-BIKE Zaxboard; 55; 28800; true; 30000;  black; 2395
E-BIKE Zaxboard; 25; 23500; false; 26000;  beige; 2785
E-BIKE Zaxboard; 30; 23700; true; 26000;  lemon; 2889
E-BIKE Zaxboard; 65; 25900; true; 9000;  rose; 2945
E-BIKE Zaxboard; 65; 28700; true; 11000;  silver; 2975
E-BIKE Zaxboard; 45; 20300; false; 25000;  green; 3059
